explicit,songLength_ms_,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,timeSignature,mode,valence,popularity
0,173104,0.449,0.603,0.783,7.96e-06,6,0.119,-4.023,0.062,172.041,4,1,0.775,90
0,160239,0.583,0.575,0.648,0,10,0.115,-4.891,0.0358,75.977,4,1,0.466,92
0,240400,0.0495,0.612,0.807,0.0177,10,0.101,-2.81,0.0336,124.053,4,1,0.398,92
0,204093,0.0489,0.525,0.621,0,7,0.294,-7.364,0.116,191.9,4,1,0.591,94
0,229640,0.00128,0.509,0.812,1.99e-05,8,0.214,-5.439,0.0537,159.878,4,1,0.689,81
1,145800,0.365,0.727,0.739,0.00137,8,0.161,-3.805,0.0411,93.005,4,1,0.533,94
1,220586,0.109,0.773,0.75,0,8,0.174,-4.009,0.117,123.426,4,0,0.783,86
0,211560,0.127,0.714,0.8,0,11,0.359,-4.808,0.0504,134.002,4,0,0.589,94
1,165819,0.0769,0.671,0.529,0.000335,0,0.0856,-7.226,0.307,161.989,4,1,0.203,86
0,206639,0.908,0.339,0.214,7.47e-06,4,0.341,-11.714,0.0375,94.775,3,1,0.363,92
1,239835,0.349,0.511,0.566,0,6,0.34,-7.23,0.2,83.903,4,0,0.218,88
0,212750,0.937,0.372,0.537,0.873,9,0.287,-7.623,0.0305,123.735,3,1,0.228,86
0,182946,0.498,0.657,0.56,0,6,0.0794,-9.049,0.0467,161.993,4,0,0.854,90
0,320466,0.229,0.508,0.792,0.124,0,0.145,-7.311,0.0297,147.067,4,0,0.601,82
0,215280,0.192,0.695,0.762,0.00244,0,0.0863,-3.497,0.0395,120.042,4,1,0.553,89
0,260173,0.0678,0.588,0.521,0.149,10,0.123,-9.461,0.0329,85.012,4,1,0.337,88
0,165906,0.483,0.716,0.512,0,1,0.0928,-6.257,0.0331,104.957,3,1,0.326,92
1,209273,0.544,0.515,0.479,0.00598,3,0.191,-7.458,0.0261,88.964,4,1,0.284,86
1,180386,0.371,0.558,0.559,7.49e-06,6,0.109,-9.222,0.0959,78.558,4,1,0.62,84
0,214333,0.28,0.321,0.64,0,2,0.718,-10.023,0.0324,146.172,3,1,0.414,90
1,226986,0.21,0.749,0.463,0.0382,11,0.338,-8.433,0.0842,90.035,4,1,0.189,87
1,119133,0.469,0.872,0.391,4.13e-06,0,0.297,-9.144,0.242,134.021,4,0,0.437,88
0,179499,0.0884,0.682,0.9,0.063,9,0.0685,-5.028,0.0874,100.721,4,1,0.937,84
1,145542,0.0852,0.897,0.662,0,1,0.534,-6.903,0.292,112.511,4,0,0.389,84
1,153800,0.188,0.673,0.649,0,1,0.122,-8.433,0.196,153.075,4,0,0.47,83
1,195873,0.0135,0.794,0.766,0,9,0.0785,-3.894,0.0377,127.007,4,0,0.55,83
0,237720,0.148,0.671,0.673,5.29e-05,11,0.304,-6.941,0.0444,121.963,4,0,0.494,94
1,240050,0.328,0.685,0.692,0,2,0.153,-5.122,0.0457,159.966,5,1,0.578,85
0,234346,0.369,0.614,0.68,1.84e-06,6,0.115,-4.58,0.0289,149.959,4,1,0.707,81
1,182706,0.00264,0.732,0.75,0,11,0.109,-6.366,0.231,155.096,4,0,0.401,85
1,142000,0.0967,0.585,0.471,0.0184,4,0.115,-9.934,0.0616,93.099,4,0,0.323,86
1,235320,0.0531,0.831,0.427,0,2,0.307,-6.903,0.106,93.004,4,1,0.216,83
0,128198,0.0092,0.613,0.822,0.506,9,0.429,-4.087,0.026,105.997,4,1,0.567,86
1,146520,0.0172,0.797,0.533,0.000152,0,0.103,-9.74,0.0412,131.036,4,0,0.329,85
0,218106,0.00543,0.611,0.797,0.00137,6,0.26,-7.627,0.0533,120.041,4,0,0.518,85
0,352186,0.0739,0.455,0.623,0.000424,8,0.146,-3.878,0.0288,163.893,4,1,0.208,79
1,243836,0.0847,0.841,0.728,0,7,0.149,-3.37,0.0484,130.049,4,1,0.43,87
1,326933,0.167,0.743,0.347,0.00951,1,0.103,-11.174,0.121,160.143,4,1,0.572,85
1,296520,0.0193,0.766,0.74,0.0784,1,0.229,-10.363,0.0807,118.008,4,1,0.183,85
1,95466,0.847,0.734,0.57,2.14e-05,7,0.112,-7.066,0.133,129.953,4,0,0.689,87
1,221746,0.617,0.703,0.757,0,1,0.106,-3.612,0.05,82.008,4,1,0.696,82
1,167864,0.669,0.67,0.905,0.000227,1,0.349,-6.855,0.129,104.965,4,1,0.563,83
1,386906,0.0703,0.716,0.531,0,7,0.224,-7.355,0.122,71.994,4,1,0.344,80
1,242253,0.0671,0.585,0.564,0,0,0.135,-7.063,0.0515,113.003,4,0,0.137,87
1,166605,0.258,0.74,0.613,0.00372,8,0.123,-4.88,0.145,75.023,4,1,0.473,87
1,206333,0.0273,0.657,0.668,0,2,0.32,-6.208,0.136,162.997,4,1,0.227,83
1,195320,0.0967,0.621,0.73,0.000131,5,0.673,-5.414,0.107,139.566,4,0,0.464,84
0,158040,0.556,0.76,0.479,0,2,0.0703,-5.574,0.0466,89.911,4,1,0.913,87
0,217866,0.511,0.498,0.59,0,1,0.107,-4.721,0.032,145.867,4,0,0.0784,84
0,184153,0.113,0.566,0.366,0.181,7,0.155,-12.808,0.028,129.959,4,1,0.237,86
1,142273,0.0355,0.963,0.346,0,5,0.108,-9.309,0.53,119.957,4,0,0.562,82
0,174000,0.122,0.548,0.816,0,0,0.335,-4.209,0.0465,95.39,4,1,0.557,90
1,216320,0.0115,0.64,0.74,0.00678,4,0.167,-4.083,0.0284,116.879,4,1,0.785,86
0,198213,0.0447,0.247,0.438,0.000867,5,0.111,-8.478,0.0358,185.711,3,1,0.39,84
1,246213,0.0361,0.772,0.413,0,0,0.111,-8.193,0.089,131.965,4,0,0.211,79
0,200185,0.934,0.351,0.296,0,4,0.095,-10.109,0.0333,115.284,4,0,0.12,89
0,177280,0.00301,0.471,0.924,0,8,0.313,-3.906,0.0586,154.961,4,1,0.725,83
0,293293,0.205,0.392,0.37,0.0096,9,0.0821,-10.888,0.0298,48.718,4,1,0.512,81
1,110886,0.661,0.592,0.457,0.000331,9,0.146,-6.081,0.0603,146.04,4,0,0.225,87
1,172800,0.149,0.88,0.428,5.05e-05,9,0.114,-8.28,0.206,100.007,4,1,0.333,83
0,208760,0.0807,0.636,0.676,0,2,0.0831,-3.442,0.0263,113.98,4,1,0.273,80
0,196520,0.0371,0.764,0.705,1.94e-05,3,0.0943,-5.279,0.0278,101.003,4,0,0.672,84
1,213593,0.149,0.837,0.364,0,8,0.271,-11.713,0.276,123.984,4,1,0.463,82
1,213400,0.264,0.8,0.585,0,10,0.153,-7.343,0.0924,126.058,4,1,0.779,82
1,152293,0.632,0.744,0.516,0,2,0.605,-6.365,0.0513,97.944,4,1,0.281,82
1,189322,0.0687,0.474,0.631,0,5,0.132,-5.884,0.343,180.051,4,0,0.425,83
0,161123,0.0483,0.691,0.631,1.13e-05,2,0.104,-6.478,0.0368,92.004,4,1,0.8,87
1,190066,0.23,0.554,0.498,5.98e-06,9,0.795,-8.866,0.0685,79.635,4,1,0.413,83
1,196652,0.104,0.896,0.586,0,10,0.79,-6.687,0.0559,116.971,4,0,0.642,85
0,190845,0.00294,0.501,0.765,0.49,6,0.184,-7.063,0.0281,91.771,4,0,0.46,83
0,175426,0.0384,0.72,0.791,0,1,0.157,-4.689,0.124,102.071,4,1,0.756,85
0,119786,0.865,0.647,0.465,0,7,0.0882,-8.308,0.0428,151.251,4,1,0.699,88
0,278179,0.422,0.658,0.294,5.2e-05,4,0.0749,-8.533,0.0321,74.038,4,0,0.358,83
1,198293,0.223,0.765,0.356,0,11,0.0963,-5.556,0.195,96.991,4,0,0.189,82
0,187333,0.85,0.725,0.446,0.243,4,0.107,-8.958,0.0287,90.024,4,0,0.311,87
1,135090,0.556,0.921,0.537,0.00404,9,0.102,-5.723,0.0804,128.009,4,0,0.711,86
0,208211,0.969,0.545,0.366,0.267,2,0.641,-9.51,0.0378,86.997,3,1,0.1,78
1,152041,0.53,0.629,0.676,0.000325,1,0.701,-7.088,0.191,90.377,4,0,0.497,81
0,206506,0.897,0.704,0.103,0,5,0.192,-15.056,0.0607,84.475,4,0,0.468,80
0,205453,0.657,0.631,0.591,0,7,0.11,-5.785,0.0277,97.074,4,1,0.489,79
1,229146,0.145,0.367,0.665,0,1,0.113,-2.821,0.0465,148.913,4,1,0.31,82
0,233720,0.0157,0.609,0.692,0,1,0.0864,-2.958,0.0259,116.959,3,1,0.454,89
0,231723,0.262,0.538,0.557,0.914,11,0.102,-8.678,0.0914,131.03,4,1,0.506,83
0,182306,0.296,0.551,0.529,0.0093,5,0.178,-10.469,0.0517,75.515,4,0,0.521,82
0,240133,0.839,0.567,0.267,1.46e-06,4,0.089,-6.502,0.0299,110.011,4,1,0.0592,87
0,218013,0.00847,0.56,0.936,0,3,0.161,-5.835,0.0439,112.96,4,1,0.371,82
1,299960,0.025,0.825,0.575,9.94e-06,11,0.205,-4.87,0.0633,153.954,4,1,0.65,83
0,282205,0.0578,0.329,0.444,0.0352,1,0.113,-9.973,0.0417,162.279,4,1,0.225,81
1,177000,0.000282,0.908,0.621,5.39e-05,1,0.0958,-6.638,0.102,150.011,4,0,0.421,84
1,265480,0.128,0.216,0.497,2.39e-06,10,0.111,-8.025,0.0371,187.308,3,1,0.313,81
1,218146,0.124,0.585,0.52,7.01e-05,5,0.131,-6.136,0.0712,159.801,4,0,0.129,86
0,182160,0.751,0.501,0.405,0,1,0.105,-5.679,0.0319,109.891,4,1,0.446,89
0,180933,0.896,0.614,0.318,0.00239,7,0.0795,-12.695,0.0478,119.959,4,1,0.112,88
0,223746,0.00181,0.174,0.742,0.281,8,0.198,-5.93,0.0485,163.378,4,1,0.36,83
0,213920,7.53e-06,0.559,0.871,0.00524,5,0.096,-5.338,0.0392,104.976,4,0,0.573,81
0,193200,0.676,0.551,0.402,0,11,0.0928,-7.431,0.0262,103.313,4,1,0.382,80
1,169999,0.186,0.736,0.67,0,10,0.114,-6.702,0.311,130.032,4,1,0.845,81
1,202093,0.0933,0.658,0.671,0.000927,2,0.115,-12.21,0.0363,100.966,4,1,0.166,87
1,175755,0.0414,0.665,0.651,0,1,0.0896,-5.515,0.156,163.935,4,1,0.237,81
1,135920,0.118,0.724,0.573,0,7,0.538,-4.113,0.0549,113.088,4,1,0.438,81
0,204280,0.431,0.484,0.731,0,1,0.151,-6.694,0.0379,101.654,4,1,0.51,80
1,345133,0.367,0.52,0.538,0.00187,1,0.119,-8.109,0.206,141.894,4,1,0.177,81
0,178000,0.156,0.682,0.683,2.32e-05,8,0.273,-6.444,0.0287,120.023,4,0,0.64,83
1,128156,0.244,0.812,0.621,0,5,0.099,-8.3,0.0515,77.998,4,1,0.847,80
0,148146,0.0981,0.521,0.699,0,0,0.1,-6.961,0.0338,83.529,4,1,0.802,83
0,199505,0.432,0.675,0.761,0,4,0.102,-4.469,0.0466,119.001,4,0,0.428,82
1,235186,0.219,0.7,0.554,1.36e-06,1,0.419,-5.909,0.187,97.127,4,1,0.0633,77
0,285240,0.893,0.556,0.319,0,9,0.0996,-8.251,0.0281,135.187,4,1,0.294,82
1,121680,0.68,0.767,0.538,0,0,0.192,-6.044,0.052,81.031,4,0,0.343,80
0,195373,0.0267,0.684,0.607,0.000307,11,0.191,-8.127,0.1,81.001,4,0,0.498,82
1,181812,0.0114,0.791,0.582,0,11,0.35,-7.323,0.286,162.991,4,0,0.443,81
1,219333,0.127,0.789,0.858,0,1,0.349,-5.542,0.311,140.022,4,1,0.775,84
0,216880,0.245,0.639,0.526,2.43e-05,0,0.25,-6.697,0.0256,130.033,3,1,0.488,82
0,220734,0.0134,0.635,0.841,0,5,0.0622,-5.379,0.0422,109.021,4,1,0.424,83
1,228093,0.138,0.73,0.769,0,8,0.0473,-5.114,0.0298,104.948,4,1,0.507,83
1,220293,0.215,0.63,0.804,0,6,0.253,-4.183,0.0363,123.146,4,1,0.492,84
1,180434,0.392,0.809,0.545,0,7,0.151,-6.678,0.0735,97.008,4,1,0.244,82
0,211466,0.695,0.358,0.557,0,10,0.0902,-7.398,0.059,85.043,4,1,0.494,87
1,224946,0.75,0.536,0.574,0.00277,7,0.105,-6.705,0.0254,87.194,4,1,0.877,77
0,213826,0.932,0.612,0.28,0,0,0.088,-8.648,0.0434,72.795,4,1,0.387,86
1,126345,0.259,0.763,0.726,0,1,0.0976,-6.405,0.282,139.059,4,1,0.349,84
0,278769,0.132,0.641,0.842,0.91,9,0.419,-7.27,0.0292,129.98,4,1,0.5,83
0,216013,0.0098,0.602,0.923,0,5,0.0561,-3.763,0.044,136.01,4,1,0.765,83
1,203266,0.368,0.901,0.464,1.71e-05,5,0.238,-9.789,0.0645,109.004,4,0,0.638,83
0,260253,0.111,0.582,0.525,0,1,0.134,-7.163,0.0627,133.249,4,0,0.51,84
0,244973,0.591,0.864,0.495,0.000133,0,0.0992,-7.036,0.037,129.062,4,1,0.72,79
0,206639,0.908,0.339,0.214,7.47e-06,4,0.341,-11.714,0.0375,94.775,3,1,0.363,77
0,239600,0.145,0.733,0.71,0.115,5,0.0956,-5.849,0.0292,127.975,4,0,0.965,86
1,223346,0.0689,0.556,0.538,0,8,0.196,-5.408,0.0382,143.95,4,0,0.291,82
1,166560,0.15,0.772,0.639,0,1,0.0698,-7.119,0.467,168.112,4,1,0.261,82
1,298940,0.256,0.809,0.463,0.085,11,0.109,-11.377,0.0396,111.98,4,1,0.364,83
0,188386,0.598,0.744,0.619,0.00372,0,0.231,-9.805,0.039,112.997,4,1,0.641,83
1,99213,0.0199,0.596,0.678,0.004,9,0.418,-5.18,0.0335,117.066,4,1,0.259,82
0,175960,0.979,0.509,0.0167,2.72e-05,9,0.387,-24.639,0.115,207.97,3,1,0.229,82
1,129882,0.177,0.83,0.564,0,1,0.128,-7.822,0.235,85.042,4,1,0.107,80
1,216386,0.212,0.548,0.805,0.000389,7,0.408,-5.732,0.351,142.094,4,1,0.648,85
0,160853,0.989,0.303,0.187,0.489,2,0.101,-16.757,0.0356,132.731,4,1,0.213,86
0,269560,0.922,0.422,0.264,0,8,0.132,-7.064,0.0322,119.93,4,1,0.331,88
1,210285,0.874,0.776,0.503,0,0,0.112,-5.732,0.237,110.134,4,0,0.473,81
1,375386,0.216,0.518,0.492,0.0012,10,0.146,-8.436,0.193,78.848,4,0,0.471,81
1,180522,0.259,0.889,0.496,0,4,0.252,-6.365,0.0905,86.003,4,0,0.544,82
1,192026,0.0119,0.725,0.725,0,8,0.086,-6.067,0.159,140.003,4,0,0.515,80
1,258789,0.0541,0.859,0.563,0,1,0.0685,-6.635,0.112,119.934,4,0,0.412,80
1,175720,0.0546,0.598,0.427,5.83e-06,7,0.21,-8.764,0.0317,76.469,4,0,0.0605,85
1,312820,0.00513,0.834,0.73,0,8,0.124,-3.714,0.222,155.008,4,1,0.446,85
0,290900,0.303,0.376,0.595,0,3,0.095,-5.936,0.0496,144.361,4,1,0.265,79
0,170964,0.957,0.438,0.178,0,5,0.316,-9.402,0.0414,75.248,1,1,0.344,85
1,230453,0.141,0.679,0.587,6.35e-06,7,0.137,-7.015,0.276,186.003,4,1,0.486,86
1,234215,0.113,0.472,0.448,0,6,0.0914,-7.272,0.326,166.077,4,0,0.636,80
0,290146,0.0194,0.369,0.467,0.46,5,0.109,-9.018,0.0274,94.473,4,1,0.174,77
0,272394,0.186,0.548,0.532,0.000263,5,0.217,-7.596,0.0323,85.03,4,1,0.405,87
0,233478,0.049,0.726,0.698,0,5,0.309,-4.165,0.0431,143.994,4,1,0.867,87
0,204346,0.0622,0.776,0.78,0,10,0.081,-4.374,0.128,124.949,4,0,0.666,90
0,179955,0.12,0.576,0.759,0,3,0.121,-8.165,0.0599,99.969,4,1,0.501,83
1,145078,0.326,0.753,0.68,4.15e-05,5,0.423,-7.092,0.0349,105.977,4,0,0.192,81
1,288624,0.0395,0.837,0.636,0.00125,1,0.342,-7.643,0.086,145.972,4,1,0.274,81
1,268434,0.145,0.759,0.73,3.06e-06,0,0.11,-7.985,0.0516,115.007,4,0,0.74,82
0,259146,0.0696,0.585,0.595,0.266,8,0.0837,-10.444,0.0328,140.037,4,1,0.039,82
1,196400,0.0175,0.669,0.574,0.00294,4,0.146,-6.442,0.0286,120.013,4,0,0.273,84
1,262600,0.592,0.405,0.505,0,5,0.121,-7.75,0.0458,164.971,4,1,0.318,83
0,160097,0.613,0.664,0.573,0.000363,5,0.0857,-6.519,0.0277,76.023,4,1,0.566,77
0,299960,0.0102,0.705,0.712,0.000855,6,0.1,-6.156,0.0385,97.512,4,1,0.62,84
1,206306,0.291,0.732,0.69,0,0,0.116,-4.992,0.134,143.072,4,0,0.758,84
1,213287,0.277,0.793,0.395,1.4e-05,1,0.109,-5.578,0.385,77.027,4,1,0.129,79
1,178626,0.592,0.778,0.317,0,1,0.0881,-10.732,0.334,140.048,4,0,0.327,87
0,241693,0.634,0.566,0.664,0,4,0.116,-5.303,0.0464,128.945,4,0,0.437,78
1,248431,0.0758,0.745,0.561,0,0,0.133,-4.869,0.0807,77.557,4,1,0.449,80
0,200880,0.0183,0.725,0.571,0,1,0.0519,-6.007,0.102,146.035,4,1,0.61,84
1,275080,0.112,0.795,0.594,0,0,0.162,-6.2,0.0748,135.002,4,1,0.409,80
0,294226,0.389,0.671,0.726,0.882,7,0.14,-8.689,0.0272,102.002,4,1,0.581,81
0,207133,0.0237,0.676,0.771,7e-06,8,0.102,-3.675,0.0483,99.048,4,1,0.569,86
0,212120,0.312,0.662,0.714,0,5,0.179,-5.68,0.121,147.997,4,0,0.464,83
1,191840,0.115,0.594,0.798,0,4,0.143,-5.244,0.0844,142.049,4,1,0.381,81
1,168783,0.33,0.717,0.79,0.000125,11,0.518,-4.213,0.2,125.985,4,1,0.371,79
0,184516,0.67,0.544,0.552,4.57e-05,9,0.415,-7.45,0.0991,159.738,3,1,0.554,81
0,238320,0.213,0.418,0.724,0,5,0.112,-3.724,0.0964,78.521,5,1,0.604,79
1,194613,0.107,0.525,0.433,0,6,0.135,-10.598,0.185,160.108,4,1,0.276,80
0,202546,0.199,0.799,0.539,1.66e-05,1,0.165,-6.351,0.0421,136.948,4,1,0.394,82
0,242573,0.152,0.754,0.646,1.85e-05,7,0.108,-5.795,0.317,176.089,4,1,0.429,86
0,173306,0.662,0.516,0.467,0,0,0.0853,-6.184,0.0302,132.861,4,1,0.386,85
1,263773,0.00544,0.76,0.595,0,1,0.241,-6.366,0.0391,131.497,4,1,0.361,78
0,173986,0.00776,0.792,0.625,0.0018,1,0.329,-5.609,0.0536,103.967,4,1,0.37,86
0,208906,0.21,0.448,0.838,0.000131,4,0.131,-5.257,0.0557,139.863,4,0,0.254,85
0,215106,0.604,0.459,0.575,0,3,0.0885,-4.858,0.0573,111.881,4,1,0.183,86
1,307151,0.42,0.466,0.548,1.01e-06,5,0.113,-9.362,0.118,89.815,4,0,0.423,80
1,246987,0.219,0.946,0.646,0,5,0.0643,-6.604,0.21,127.978,4,1,0.961,78
1,224000,0.354,0.567,0.515,0,6,0.078,-10.265,0.247,120.1,1,0,0.321,82
1,232186,0.0605,0.698,0.633,0.000194,8,0.0926,-4.946,0.0597,96.924,4,1,0.552,83
0,263400,0.163,0.599,0.448,0,8,0.106,-6.312,0.0232,95.05,3,1,0.168,89
0,183533,0.881,0.539,0.16,0.000268,3,0.105,-13.285,0.0329,81.446,4,1,0.322,76
0,240760,0.013,0.551,0.801,6.03e-06,6,0.265,-5.069,0.0303,128.027,4,1,0.625,78
0,249586,0.262,0.432,0.652,0,8,0.258,-4.969,0.0285,190.028,3,1,0.507,82
0,244960,0.414,0.748,0.524,0,8,0.111,-5.599,0.0338,95.01,4,1,0.661,87
1,235535,0.0138,0.785,0.62,0,8,0.15,-6.667,0.254,78.477,4,1,0.478,79
0,230894,0.00533,0.648,0.827,0.338,9,0.217,-4.78,0.042,176.005,4,0,0.598,84
0,222091,0.148,0.704,0.558,0,2,0.107,-7.273,0.0542,110.444,4,0,0.245,79
0,90228,0.791,0,0.00342,1,8,0.111,-28.46,0,0,0,1,0,86
0,176800,0.677,0.566,0.468,2.49e-05,7,0.259,-9.575,0.116,149.328,4,1,0.718,77
1,175954,0.0079,0.825,0.572,0,6,0.113,-6.067,0.0864,141.991,4,0,0.568,79
0,194087,0.328,0.701,0.425,0.13,7,0.1,-10.965,0.375,135.128,4,1,0.562,87
1,249191,0.782,0.567,0.388,0.000309,9,0.248,-9.579,0.0384,116.362,4,0,0.452,80
1,231266,0.331,0.68,0.578,0,10,0.135,-5.804,0.04,145.038,4,1,0.341,83
1,208293,0.588,0.81,0.353,0,6,0.102,-9.931,0.31,88.031,4,0,0.0727,79
1,160184,0.779,0.699,0.304,0.000993,1,0.137,-11.192,0.0993,119.705,4,1,0.271,83
0,156773,0.0152,0.635,0.87,0,2,0.118,-4.291,0.04,92.999,4,0,0.912,84
0,122221,0.872,0.845,0.398,0.00713,5,0.159,-15.781,0.268,109.996,4,1,0.482,80
1,162053,0.217,0.877,0.517,0,2,0.143,-5.426,0.0706,119.996,4,0,0.255,78
1,208080,0.47,0.843,0.435,0,8,0.147,-8.442,0.178,120.058,4,1,0.19,79
1,219834,0.26,0.599,0.32,0,3,0.106,-13.716,0.0787,70.998,4,0,0.197,79
1,231253,0.131,0.692,0.684,0,6,0.156,-7.364,0.155,112.912,4,1,0.406,79
0,298373,0.455,0.537,0.66,0,9,0.135,-7.174,0.0296,148.096,4,1,0.574,78
1,237893,0.264,0.787,0.673,3.35e-06,11,0.0904,-4.583,0.159,110.962,4,0,0.779,84
0,206693,0.013,0.853,0.56,0,1,0.0944,-4.961,0.0406,134.066,4,1,0.86,84
0,178352,0.593,0.93,0.611,0.00124,0,0.0592,-4.406,0.0415,112.127,4,1,0.695,80
0,231826,0.085,0.752,0.678,1.64e-06,5,0.13,-5.421,0.0646,96.009,4,1,0.583,76
0,216773,0.185,0.673,0.886,0,1,0.0826,-4.44,0.0431,97.012,4,0,0.795,84
0,162333,0.493,0.672,0.355,3.97e-05,7,0.156,-7.645,0.06,141.487,4,1,0.79,77
1,209488,0.226,0.676,0.623,1.66e-05,6,0.159,-7.297,0.0352,111.466,4,0,0.347,78
1,271386,0.0969,0.573,0.545,0,7,0.329,-4.247,0.0288,83.378,4,0,0.297,79
1,258475,0.0381,0.742,0.579,0,0,0.0952,-5.024,0.202,144.994,4,1,0.502,79
1,166400,0.113,0.808,0.617,0,10,0.734,-9.32,0.442,149.962,4,0,0.632,78
1,260640,0.123,0.696,0.454,0,1,0.155,-6.756,0.153,92.928,4,0,0.136,82
0,202333,0.0462,0.734,0.637,2.29e-05,4,0.0602,-5.677,0.141,169.977,4,0,0.648,86
0,257839,0.0654,0.664,0.705,0,1,0.115,-4.972,0.0382,122.017,4,0,0.477,76
1,200013,0.271,0.723,0.86,4.56e-06,11,0.598,-4.357,0.203,126.979,4,1,0.667,81
1,131600,0.0394,0.828,0.434,0,5,0.0806,-10.609,0.301,115.071,4,1,0.38,78
0,221306,0.492,0.359,0.543,1.58e-05,7,0.118,-7.582,0.0919,68.534,4,1,0.453,83
1,241160,0.324,0.667,0.608,0.000198,1,0.426,-7.054,0.216,99.992,4,1,0.475,78
1,253440,0.0119,0.674,0.608,0,8,0.103,-6.628,0.0334,124.952,4,0,0.464,76
0,214289,0.191,0.687,0.792,0,5,0.167,-2.749,0.0452,100.015,4,1,0.671,85
0,247426,0.0038,0.532,0.783,0.0012,2,0.161,-5.697,0.0523,124.08,4,1,0.643,87
0,186733,0.0139,0.538,0.863,0,1,0.0874,-4.483,0.0481,77.001,4,1,0.637,78
1,198944,0.0541,0.795,0.568,0,5,0.108,-7.817,0.142,136.173,4,0,0.478,77
1,185946,0.00454,0.638,0.523,0,1,0.0842,-6.664,0.357,139.913,4,1,0.422,80
0,278640,0.000825,0.445,0.543,0.0137,0,0.202,-8.196,0.0272,99.963,4,1,0.102,81
1,149546,0.136,0.829,0.539,1.78e-06,11,0.103,-7.359,0.208,99.96,4,0,0.388,82
1,159714,0.189,0.769,0.787,0,11,0.129,-3.909,0.367,126.77,4,1,0.836,81
1,198973,0.0332,0.754,0.449,8.29e-05,7,0.552,-9.211,0.109,77.169,4,1,0.357,84
0,219573,0.827,0.552,0.225,0,0,0.111,-11.501,0.0477,138.002,4,1,0.67,77
1,131240,0.0204,0.745,0.642,0,7,0.0658,-6.257,0.287,179.974,4,0,0.226,82
0,218893,0.388,0.723,0.504,7.4e-05,8,0.087,-5.572,0.0392,133.975,4,1,0.551,83
0,90323,0.918,0.514,0.424,0.849,0,0.126,-10.645,0.0282,71.114,4,1,0.416,80
1,126312,0.964,0.577,0.387,0.705,7,0.208,-8.607,0.274,146.565,1,1,0.459,80
0,231600,0.0301,0.606,0.62,0.0916,0,0.167,-5.005,0.0298,88.984,4,1,0.543,81
0,196077,0.978,0.367,0.111,3.97e-05,4,0.0897,-14.084,0.0972,82.642,4,1,0.198,84
0,267520,0.707,0.379,0.219,0.000691,5,0.118,-11.196,0.0307,79.786,4,1,0.188,80
0,210960,0.0319,0.646,0.795,0,9,0.267,-3.293,0.0976,89.99,4,1,0.796,84
1,215380,0.172,0.635,0.537,0,7,0.418,-7.895,0.0832,125.028,4,0,0.383,79
0,229320,0.0765,0.596,0.552,0.334,0,0.104,-10.278,0.097,97.949,4,0,0.112,79
0,209386,0.0387,0.545,0.968,0.00325,9,0.331,-3.553,0.0853,169.965,4,0,0.527,75
1,163636,0.0522,0.621,0.601,0,6,0.46,-5.616,0.148,116.735,5,0,0.457,83
0,157560,0.533,0.755,0.522,0,2,0.0685,-4.368,0.0575,89.96,4,1,0.925,83
0,285935,0.528,0.331,0.341,0,9,0.109,-6.057,0.0309,109.821,4,0,0.152,79
0,228786,0.27,0.666,0.542,0,8,0.0765,-6.429,0.0392,120.134,4,1,0.0771,85
0,230010,0.0114,0.422,0.609,4.76e-06,11,0.108,-6.361,0.0335,107.34,3,0,0.0911,85
0,214147,0.0755,0.679,0.715,0,9,0.271,-6.383,0.0407,127.435,4,1,0.571,74
0,227426,0.418,0.595,0.389,1.39e-06,2,0.116,-9.245,0.0349,166.052,4,1,0.4,75
1,174357,0.619,0.672,0.588,0.241,1,0.0992,-9.573,0.133,169.033,4,1,0.204,82
1,280000,0.193,0.646,0.472,0,0,0.269,-6.743,0.0323,120.187,4,1,0.166,75
1,145626,0.111,0.935,0.552,0,10,0.0952,-9.373,0.335,99.993,4,0,0.615,78
0,234800,0.132,0.454,0.82,0.000969,2,0.115,-4.193,0.0567,166.303,4,1,0.575,79
0,258342,0.0291,0.641,0.922,0,2,0.0862,-4.457,0.0786,146.078,4,1,0.847,85
0,203653,0.125,0.504,0.8,0,2,0.109,-2.763,0.0391,205.945,4,1,0.789,83
0,197293,0.278,0.612,0.57,0,11,0.0963,-6.642,0.0347,77.004,4,0,0.334,79
0,219080,0.33,0.736,0.449,0.000162,1,0.0898,-11.462,0.425,80.126,4,0,0.326,80
0,166146,0.647,0.553,0.476,0,0,0.281,-8.869,0.0649,113.401,3,1,0.558,82
1,199993,0.694,0.705,0.609,0,3,0.234,-5.728,0.0729,140.058,4,1,0.718,77
1,126850,0.553,0.715,0.633,4.45e-06,2,0.0905,-6.869,0.0804,105.945,5,1,0.319,78
1,220306,0.0151,0.884,0.346,7.04e-06,8,0.0871,-8.228,0.351,75.016,4,0,0.376,81
0,121886,0.883,0.669,0.308,0,11,0.0984,-10.068,0.029,64.934,4,1,0.52,83
1,133680,0.594,0.861,0.647,0.661,7,0.114,-7.425,0.0675,158.037,4,1,0.67,80
0,245425,0.902,0.704,0.225,0.657,6,0.106,-14.454,0.0994,120.006,4,0,0.243,84
1,191600,0.11,0.671,0.314,0,5,0.0825,-8.091,0.244,110.898,4,0,0.296,82
